   Simtime [s] 	   Realtime [s]	 Percentage [%]
       20127600	       1011.751	             32
       20131200	       1012.043	             32
       20134800	       1012.125	             32
       20138400	       1012.226	             32
       20142000	       1013.474	             32
       20145600	       1013.989	             32
       20149200	       1014.174	             32
       20152800	       1015.911	             32
       20156400	           1016	             32
       20160000	       1016.249	             32
       20163600	       1016.335	             32
       20167200	       1016.412	             32
       20170800	       1016.616	             32
       20174400	       1016.759	             32
       20178000	       1016.949	             32
       20181600	        1017.03	             32
       20185200	       1017.107	             32
       20188800	        1017.28	             32
       20192400	       1017.383	             32
       20196000	       1017.464	             32
       20199600	        1017.65	             32
       20203200	       1017.746	             32
       20206800	       1017.839	             32
       20210400	       1018.036	             32
       20214000	       1018.127	             32
       20217600	       1018.208	             32
       20221200	       1018.413	             32
       20224800	       1018.505	             32
       20228400	        1018.61	             32
       20232000	        1018.79	             32
       20235600	       1018.873	             32
       20239200	       1018.956	             32
       20242800	       1019.152	             32
       20246400	        1019.29	             32
       20250000	       1019.485	             32
       20253600	       1019.577	             32
       20257200	        1019.66	             32
       20260800	       1019.854	             32
       20264400	       1019.963	             32
       20268000	       1020.046	             32
       20271600	       1020.219	             32
       20275200	        1020.31	             32
       20278800	       1020.403	             32
       20282400	       1020.618	             32
       20286000	       1020.713	             32
       20289600	       1020.808	             32
       20293200	        1021.01	             32
       20296800	        1021.11	             32
       20300400	       1021.349	             32
       20304000	       1021.444	             32
       20307600	       1021.532	             32
       20311200	       1021.704	             32
       20314800	       1021.791	             32
       20318400	       1021.883	             32
       20322000	       1022.079	             32
       20325600	       1022.169	             32
       20329200	       1022.246	             32
       20332800	       1022.484	             32
       20336400	        1022.58	             32
       20340000	       1022.674	             32
       20343600	       1022.875	             32
       20347200	       1022.968	             32
       20350800	       1023.051	             32
       20354400	       1023.257	             32
       20358000	       1023.343	             32
       20361600	        1023.43	             32
       20365200	         1023.6	             32
       20368800	       1023.674	             32
       20372400	       1023.779	             32
       20376000	        1023.96	             32
       20379600	       1024.046	             32
       20383200	       1024.125	             32
       20386800	       1024.453	             32
       20390400	       1025.324	             32
       20394000	       1026.354	             32
       20397600	        1026.43	             32
       20401200	       1026.514	             32
       20404800	       1026.714	             32
       20408400	       1026.806	             32
       20412000	       1026.895	             32
       20415600	       1027.467	             32
       20419200	       1028.323	             32
       20422800	        1028.48	             32
       20426400	        1028.66	             32
       20430000	       1028.749	             32
       20433600	       1028.848	             32
       20437200	       1029.024	             32
       20440800	       1029.123	             32
       20444400	       1029.198	             32
       20448000	       1029.389	             32
       20451600	        1029.51	             32
       20455200	       1029.717	             32
       20458800	       1029.811	             32
       20462400	       1029.894	             32
       20466000	       1030.115	             32
       20469600	       1030.204	             32
       20473200	       1030.283	             32
       20476800	       1030.447	             32
       20480400	       1030.528	             32
       20484000	       1030.608	             32
       20487600	       1030.825	             32
       20491200	       1030.906	             32
       20494800	       1030.982	             32
       20498400	       1031.163	             33
       20502000	       1031.253	             33
       20505600	       1031.346	             33
       20509200	       1031.586	             33
       20512800	       1031.686	             33
       20516400	       1031.759	             33
       20520000	       1031.939	             33
       20523600	       1032.039	             33
       20527200	       1032.235	             33
       20530800	       1032.316	             33
       20534400	       1032.388	             33
       20538000	       1032.679	             33
       20541600	       1032.779	             33
       20545200	       1032.996	             33
       20548800	       1033.138	             33
       20552400	       1033.444	             33
       20556000	       1033.526	             33
       20559600	       1033.752	             33
       20563200	       1033.833	             33
       20566800	       1034.196	             33
       20570400	       1034.309	             33
       20574000	       1034.538	             33
       20577600	       1034.651	             33
       20581200	       1034.901	             33
       20584800	        1034.99	             33
       20588400	       1035.206	             33
       20592000	         1035.3	             33
       20595600	       1035.383	             33
       20599200	       1035.806	             33
       20602800	       1036.151	             33
       20606400	         1036.3	             33
       20610000	       1036.711	             33
       20613600	       1036.845	             33
       20617200	       1037.022	             33
       20620800	       1037.112	             33
       20624400	       1037.213	             33
       20628000	       1038.681	             33
       20631600	       1038.766	             33
       20635200	        1038.85	             33
       20638800	       1039.051	             33
       20642400	       1039.157	             33
       20646000	       1039.333	             33
       20649600	       1039.414	             33
       20653200	       1039.494	             33
       20656800	       1039.672	             33
       20660400	       1039.802	             33
       20664000	       1039.994	             33
       20667600	       1040.087	             33
       20671200	       1040.159	             33
       20674800	       1040.361	             33
       20678400	        1040.46	             33
       20682000	       1040.685	             33
       20685600	       1040.793	             33
       20689200	       1040.877	             33
       20692800	        1041.08	             33
       20696400	        1041.16	             33
       20700000	       1041.242	             33
       20703600	       1041.439	             33
       20707200	       1041.534	             33
       20710800	       1041.761	             33
       20714400	       1041.866	             33
       20718000	       1041.949	             33
       20721600	       1042.144	             33
       20725200	       1042.233	             33
       20728800	       1042.338	             33
       20732400	       1042.523	             33
       20736000	       1042.604	             33
       20739600	       1042.701	             33
       20743200	       1042.901	             33
       20746800	       1043.002	             33
       20750400	       1043.088	             33
       20754000	       1043.312	             33
       20757600	       1043.422	             33
       20761200	       1043.663	             33
       20764800	       1043.741	             33
       20768400	       1043.822	             33
       20772000	       1043.999	             33
       20775600	       1044.087	             33
       20779200	       1044.166	             33
       20782800	       1044.368	             33
       20786400	       1044.442	             33
       20790000	       1044.523	             33
       20793600	       1045.417	             33
       20797200	       1045.563	             33
       20800800	       1045.751	             33
       20804400	       1045.831	             33
       20808000	       1045.911	             33
       20811600	       1046.081	             33
       20815200	       1046.195	             33
       20818800	        1046.39	             33
       20822400	       1046.471	             33
       20826000	       1046.565	             33
       20829600	       1047.434	             33
       20833200	       1047.535	             33
       20836800	       1047.618	             33
       20840400	       1047.792	             33
       20844000	       1047.874	             33
       20847600	       1047.949	             33
       20851200	       1048.134	             33
       20854800	       1048.921	             33
       20858400	       1048.998	             33
       20862000	       1049.079	             33
       20865600	       1049.254	             33
       20869200	       1049.349	             33
       20872800	        1049.43	             33
       20876400	       1049.603	             33
       20880000	       1049.691	             33
       20883600	       1049.773	             33
       20887200	       1049.999	             33
       20890800	       1050.094	             33
       20894400	       1050.181	             33
       20898000	       1050.346	             33
       20901600	       1050.426	             33
       20905200	       1050.502	             33
       20908800	       1050.709	             33
       20912400	       1050.788	             33
       20916000	       1050.867	             33
       20919600	       1051.045	             33
       20923200	       1051.942	             33
       20926800	       1052.016	             33
       20930400	         1052.1	             33
       20934000	       1052.268	             33
       20937600	       1052.351	             33
       20941200	       1052.428	             33
       20944800	        1052.63	             33
       20948400	       1052.732	             33
       20952000	       1052.821	             33
       20955600	       1053.018	             33
       20959200	       1053.132	             33
       20962800	       1053.319	             33
       20966400	       1053.418	             33
       20970000	        1053.62	             33
       20973600	       1053.703	             33
       20977200	       1053.932	             33
       20980800	       1054.033	             33
       20984400	       1054.926	             33
       20988000	       1055.249	             33
       20991600	        1055.77	             33
       20995200	       1055.888	             33
       20998800	       1056.171	             33
       21002400	       1056.682	             33
       21006000	       1056.761	             33
       21009600	       1056.849	             33
       21013200	       1057.045	             33
       21016800	       1057.134	             33
       21020400	       1057.224	             33
       21024000	       1057.407	             33
       21027600	       1057.486	             33
       21031200	        1057.56	             33
       21034800	       1057.755	             33
       21038400	       1057.843	             33
       21042000	       1057.925	             33
       21045600	       1058.118	             33
       21049200	       1058.234	             33
       21052800	       1058.507	             33
       21056400	       1058.598	             33
       21060000	       1058.673	             33
       21063600	       1058.865	             33
       21067200	       1059.009	             33
       21070800	         1059.2	             33
       21074400	       1059.278	             33
       21078000	       1059.353	             33
       21081600	       1059.541	             33
       21085200	       1059.647	             33
       21088800	       1059.728	             33
       21092400	       1059.915	             33
       21096000	       1061.259	             33
       21099600	       1061.398	             33
       21103200	       1061.587	             33
       21106800	       1061.681	             33
       21110400	       1061.755	             33
       21114000	       1061.923	             33
       21117600	       1062.005	             33
       21121200	       1062.119	             33
       21124800	       1062.292	             33
       21128400	       1062.365	             33
       21132000	       1062.441	             34
       21135600	       1062.609	             34
       21139200	       1062.692	             34
       21142800	       1062.788	             34
       21146400	       1062.993	             34
       21150000	       1063.098	             34
       21153600	       1063.176	             34
       21157200	       1063.359	             34
       21160800	       1063.465	             34
       21164400	       1063.542	             34
       21168000	       1063.717	             34
       21171600	        1063.79	             34
       21175200	       1063.867	             34
       21178800	       1064.157	             34
       21182400	        1064.26	             34
       21186000	        1064.45	             34
       21189600	       1064.529	             34
       21193200	       1064.608	             34
       21196800	       1064.825	             34
       21200400	        1064.92	             34
       21204000	       1065.006	             34
       21207600	         1065.2	             34
       21211200	       1065.281	             34
       21214800	       1065.527	             34
       21218400	       1065.625	             34
       21222000	       1065.708	             34
       21225600	       1065.911	             34
       21229200	       1066.027	             34
       21232800	       1066.242	             34
       21236400	        1066.35	             34
       21240000	       1066.437	             34
       21243600	       1066.628	             34
       21247200	       1067.124	             34
       21250800	       1067.232	             34
       21254400	       1067.309	             34
       21258000	       1067.543	             34
       21261600	       1067.662	             34
       21265200	       1067.902	             34
       21268800	       1068.043	             34
       21272400	       1068.334	             34
       21276000	       1068.473	             34
       21279600	       1068.761	             34
       21283200	       1068.949	             34
       21286800	       1069.342	             34
       21290400	       1069.468	             34
       21294000	       1069.736	             34
       21297600	       1069.853	             34
       21301200	       1070.147	             34
       21304800	       1070.243	             34
       21308400	       1070.346	             34
       21312000	       1070.582	             34
       21315600	       1070.685	             34
       21319200	       1070.767	             34
       21322800	       1071.055	             34
       21326400	        1071.16	             34
       21330000	       1071.378	             34
       21333600	        1071.48	             34
       21337200	       1071.565	             34
       21340800	        1071.81	             34
       21344400	       1071.908	             34
       21348000	       1071.994	             34
       21351600	       1072.194	             34
       21355200	        1072.28	             34
       21358800	       1072.381	             34
       21362400	       1072.583	             34
       21366000	       1072.707	             34
       21369600	       1072.921	             34
       21373200	       1073.075	             34
       21376800	       1073.311	             34
       21380400	       1073.397	             34
       21384000	       1073.485	             34
       21387600	       1073.695	             34
       21391200	       1073.778	             34
       21394800	       1073.858	             34
       21398400	       1074.062	             34
       21402000	       1074.167	             34
       21405600	       1074.251	             34
       21409200	        1074.47	             34
       21412800	       1074.556	             34
       21416400	       1074.638	             34
       21420000	       1074.841	             34
       21423600	       1074.959	             34
       21427200	       1075.144	             34
       21430800	       1075.228	             34
       21434400	       1075.311	             34
       21438000	       1075.517	             34
       21441600	       1075.642	             34
       21445200	       1075.851	             34
       21448800	       1075.967	             34
       21452400	       1076.171	             34
       21456000	       1076.279	             34
       21459600	       1076.361	             34
       21463200	       1076.586	             34
       21466800	        1076.69	             34
       21470400	       1076.774	             34
       21474000	       1076.993	             34
       21477600	       1077.092	             34
       21481200	       1077.871	             34
       21484800	       1078.086	             34
       21488400	       1078.193	             34
       21492000	       1078.282	             34
       21495600	       1078.514	             34
       21499200	       1078.622	             34
       21502800	       1078.705	             34
       21506400	       1078.925	             34
       21510000	       1079.026	             34
       21513600	       1079.244	             34
       21517200	       1079.343	             34
       21520800	       1079.589	             34
       21524400	       1079.673	             34
       21528000	       1079.766	             34
       21531600	       1079.959	             34
       21535200	       1080.071	             34
       21538800	       1080.265	             34
       21542400	       1080.361	             34
       21546000	       1081.095	             34
       21549600	       1081.175	             34
       21553200	       1081.256	             34
       21556800	        1081.45	             34
       21560400	       1081.533	             34
       21564000	       1081.633	             34
       21567600	       1081.865	             34
       21571200	       1081.993	             34
       21574800	       1082.205	             34
       21578400	       1082.626	             34
       21582000	       1082.713	             34
       21585600	       1082.815	             34
       21589200	       1084.123	             34
       21592800	       1084.223	             34
       21596400	       1084.311	             34
       21600000	       1084.502	             34
       21603600	       1084.601	             34
       21607200	       1084.681	             34
       21610800	       1084.872	             34
       21614400	       1084.972	             34
       21618000	       1085.237	             34
       21621600	       1085.327	             34
       21625200	       1085.404	             34
       21628800	       1085.603	             34
       21632400	       1085.694	             34
       21636000	       1085.784	             34
       21639600	       1085.973	             34
       21643200	       1086.052	             34
       21646800	       1086.128	             34
       21650400	       1086.327	             34
       21654000	       1086.451	             34
       21657600	       1086.673	             34
       21661200	       1086.769	             34
       21664800	       1086.847	             34
       21668400	       1087.049	             34
       21672000	       1087.148	             34
       21675600	       1087.233	             34
       21679200	       1087.414	             34
       21682800	       1087.496	             34
       21686400	       1087.581	             34
       21690000	       1087.801	             34
       21693600	       1087.887	             34
       21697200	       1087.972	             34
       21700800	       1088.158	             34
       21704400	       1088.249	             34
       21708000	       1088.495	             34
       21711600	       1088.627	             34
       21715200	       1088.827	             34
       21718800	       1088.924	             34
       21722400	       1089.137	             34
       21726000	        1089.22	             34
       21729600	       1089.303	             34
       21733200	       1089.499	             34
       21736800	       1089.629	             34
       21740400	        1089.87	             34
       21744000	       1089.982	             34
       21747600	       1090.159	             34
       21751200	       1090.242	             34
       21754800	       1090.358	             34
       21758400	       1090.556	             34
       21762000	       1090.644	             35
       21765600	       1090.878	             35
       21769200	       1091.495	             35
       21772800	       1091.613	             35
       21776400	       1091.806	             35
       21780000	       1091.902	             35
       21783600	       1091.996	             35
       21787200	       1092.231	             35
       21790800	       1092.336	             35
       21794400	       1092.574	             35
       21798000	       1092.665	             35
       21801600	       1092.763	             35
       21805200	       1092.989	             35
       21808800	       1093.093	             35
       21812400	       1093.283	             35
       21816000	       1093.373	             35
       21819600	       1093.474	             35
       21823200	        1093.72	             35
       21826800	        1093.82	             35
       21830400	       1093.903	             35
       21834000	       1094.072	             35
       21837600	       1094.172	             35
       21841200	       1094.256	             35
       21844800	       1094.458	             35
       21848400	       1094.548	             35
       21852000	       1094.631	             35
       21855600	       1094.845	             35
       21859200	       1094.943	             35
       21862800	        1095.04	             35
       21866400	       1095.237	             35
       21870000	       1095.339	             35
       21873600	       1095.433	             35
       21877200	       1095.627	             35
       21880800	       1095.728	             35
       21884400	       1095.809	             35
       21888000	       1096.017	             35
       21891600	       1096.144	             35
       21895200	       1096.331	             35
       21898800	        1096.42	             35
       21902400	       1096.503	             35
       21906000	       1096.735	             35
       21909600	       1096.847	             35
       21913200	       1096.929	             35
       21916800	       1097.123	             35
       21920400	       1097.224	             35
       21924000	       1097.457	             35
       21927600	       1097.543	             35
       21931200	       1097.635	             35
       21934800	       1097.831	             35
       21938400	       1097.912	             35
       21942000	       1098.012	             35
       21945600	       1098.215	             35
       21949200	       1098.329	             35
       21952800	       1098.592	             35
       21956400	       1098.699	             35
       21960000	       1098.889	             35
       21963600	       1098.977	             35
       21967200	       1099.075	             35
       21970800	       1099.276	             35
       21974400	       1099.359	             35
       21978000	       1099.438	             35
       21981600	       1099.632	             35
       21985200	       1099.737	             35
       21988800	       1099.969	             35
       21992400	       1100.051	             35
       21996000	       1100.147	             35
       21999600	       1100.348	             35
       22003200	       1100.449	             35
       22006800	        1100.68	             35
       22010400	       1100.769	             35
       22014000	       1100.858	             35
       22017600	       1101.049	             35
       22021200	       1101.162	             35
       22024800	       1101.241	             35
       22028400	       1101.453	             35
       22032000	       1102.007	             35
       22035600	       1102.102	             35
       22039200	       1102.187	             35
       22042800	       1102.386	             35
       22046400	       1102.482	             35
       22050000	       1102.709	             35
       22053600	        1102.81	             35
       22057200	       1102.889	             35
       22060800	       1103.115	             35
       22064400	       1103.215	             35
       22068000	       1103.297	             35
       22071600	       1103.532	             35
       22075200	       1103.627	             35
       22078800	       1103.859	             35
       22082400	       1103.976	             35
       22086000	       1104.188	             35
       22089600	       1104.283	             35
       22093200	       1104.536	             35
       22096800	       1104.648	             35
       22100400	       1104.854	             35
       22104000	       1104.955	             35
       22107600	       1105.163	             35
       22111200	       1105.253	             35
       22114800	       1105.346	             35
       22118400	       1105.531	             35
       22122000	       1105.623	             35
       22125600	       1106.801	             35
       22129200	       1106.892	             35
       22132800	       1106.988	             35
       22136400	       1107.171	             35
       22140000	       1107.256	             35
       22143600	        1107.33	             35
       22147200	       1107.528	             35
       22150800	        1107.64	             35
       22154400	       1107.722	             35
       22158000	       1107.931	             35
       22161600	       1108.035	             35
       22165200	       1108.301	             35
       22168800	       1108.408	             35
       22172400	        1108.62	             35
       22176000	       1108.749	             35
       22179600	       1109.011	             35
       22183200	       1109.136	             35
       22186800	       1109.442	             35
       22190400	       1110.048	             35
       22194000	       1110.714	             35
       22197600	       1110.822	             35
       22201200	       1110.903	             35
       22204800	       1111.097	             35
       22208400	       1111.178	             35
       22212000	       1111.259	             35
       22215600	       1111.453	             35
       22219200	       1111.526	             35
       22222800	       1111.604	             35
       22226400	       1111.779	             35
       22230000	       1111.859	             35
       22233600	       1111.929	             35
       22237200	       1112.132	             35
       22240800	       1112.233	             35
       22244400	       1112.317	             35
       22248000	       1112.508	             35
       22251600	       1112.609	             35
       22255200	       1112.795	             35
       22258800	       1112.906	             35
       22262400	       1112.984	             35
       22266000	       1113.306	             35
       22269600	        1113.46	             35
       22273200	       1113.686	             35
       22276800	       1113.767	             35
       22280400	       1113.846	             35
       22284000	       1114.088	             35
       22287600	       1114.167	             35
       22291200	       1114.254	             35
       22294800	       1114.433	             35
       22298400	       1114.511	             35
       22302000	       1114.619	             35
       22305600	       1114.792	             35
       22309200	       1114.877	             35
       22312800	       1114.975	             35
       22316400	        1115.17	             35
       22320000	       1115.281	             35
       22323600	       1115.357	             35
       22327200	       1115.518	             35
       22330800	       1115.604	             35
       22334400	       1115.684	             35
       22338000	       1115.887	             35
       22341600	       1115.972	             35
       22345200	       1116.048	             35
       22348800	       1116.215	             35
       22352400	       1116.297	             35
       22356000	       1116.376	             35
       22359600	       1116.575	             35
       22363200	       1116.652	             35
       22366800	       1116.729	             35
       22370400	       1116.908	             35
       22374000	       1116.989	             35
       22377600	       1117.073	             35
       22381200	       1117.309	             35
       22384800	       1117.388	             35
       22388400	       1117.468	             35
       22392000	       1117.636	             36
       22395600	       1117.726	             36
       22399200	       1117.828	             36
       22402800	       1118.026	             36
       22406400	       1118.108	             36
       22410000	       1118.192	             36
       22413600	        1118.39	             36
       22417200	       1118.508	             36
       22420800	       1118.687	             36
       22424400	       1118.764	             36
       22428000	       1118.849	             36
       22431600	       1119.027	             36
       22435200	       1119.135	             36
       22438800	       1119.215	             36
       22442400	       1119.409	             36
       22446000	       1119.505	             36
       22449600	       1119.592	             36
       22453200	        1119.79	             36
       22456800	       1119.876	             36
       22460400	       1119.953	             36
       22464000	       1120.234	             36
       22467600	       1120.314	             36
       22471200	       1120.417	             36
       22474800	       1121.134	             36
       22478400	       1121.213	             36
       22482000	       1121.296	             36
       22485600	       1121.461	             36
       22489200	       1121.543	             36
       22492800	       1121.641	             36
       22496400	        1121.82	             36
       22500000	         1121.9	             36
       22503600	       1121.981	             36
       22507200	       1122.161	             36
       22510800	       1122.235	             36
       22514400	       1122.341	             36
       22518000	        1122.52	             36
       22521600	         1122.6	             36
       22525200	       1122.689	             36
       22528800	       1122.885	             36
       22532400	       1122.999	             36
       22536000	       1123.081	             36
       22539600	       1123.256	             36
       22543200	       1123.337	             36
       22546800	       1123.409	             36
       22550400	       1123.617	             36
       22554000	       1123.715	             36
       22557600	       1123.808	             36
       22561200	       1124.003	             36
       22564800	       1124.096	             36
       22568400	         1124.2	             36
       22572000	       1124.409	             36
       22575600	       1124.495	             36
       22579200	       1124.587	             36
       22582800	       1124.821	             36
       22586400	       1124.914	             36
       22590000	       1124.997	             36
       22593600	       1125.187	             36
       22597200	         1125.3	             36
       22600800	       1125.545	             36
       22604400	       1125.632	             36
       22608000	       1125.715	             36
       22611600	       1125.896	             36
       22615200	       1125.973	             36
       22618800	       1126.057	             36
       22622400	       1126.259	             36
       22626000	       1126.339	             36
       22629600	       1126.422	             36
       22633200	       1126.623	             36
       22636800	       1126.696	             36
       22640400	       1126.796	             36
       22644000	       1127.002	             36
       22647600	       1127.108	             36
       22651200	       1127.188	             36
       22654800	       1127.416	             36
       22658400	       1127.507	             36
       22662000	       1127.604	             36
       22665600	       1127.824	             36
       22669200	       1127.922	             36
       22672800	       1128.179	             36
       22676400	       1128.314	             36
       22680000	       1129.525	             36
       22683600	       1129.612	             36
       22687200	       1129.695	             36
       22690800	       1129.904	             36
       22694400	       1130.027	             36
       22698000	       1130.247	             36
       22701600	       1130.335	             36
       22705200	       1130.677	             36
       22708800	       1130.768	             36
       22712400	       1130.861	             36
       22716000	       1131.055	             36
       22719600	       1131.155	             36
       22723200	       1131.398	             36
       22726800	       1131.539	             36
       22730400	       1131.798	             36
       22734000	       1131.927	             36
       22737600	       1132.137	             36
       22741200	       1132.235	             36
       22744800	       1132.318	             36
       22748400	       1132.518	             36
       22752000	       1132.615	             36
       22755600	       1132.822	             36
       22759200	       1132.942	             36
       22762800	       1133.177	             36
       22766400	       1133.288	             36
       22770000	       1133.509	             36
       22773600	       1133.603	             36
       22777200	       1133.686	             36
       22780800	       1133.899	             36
       22784400	       1133.994	             36
       22788000	       1134.085	             36
       22791600	       1134.284	             36
       22795200	       1134.398	             36
       22798800	       1134.637	             36
       22802400	       1134.736	             36
       22806000	       1134.821	             36
       22809600	       1135.053	             36
       22813200	       1135.169	             36
       22816800	       1135.348	             36
       22820400	       1135.528	             36
       22824000	        1135.95	             36
       22827600	       1136.051	             36
       22831200	       1136.418	             36
       22834800	        1136.51	             36
       22838400	       1136.598	             36
       22842000	       1136.777	             36
       22845600	        1136.87	             36
       22849200	       1136.952	             36
       22852800	       1137.368	             36
       22856400	       1137.472	             36
       22860000	       1137.812	             36
       22863600	       1137.914	             36
       22867200	       1138.288	             36
       22870800	       1138.393	             36
       22874400	       1138.711	             36
       22878000	       1139.374	             36
       22881600	       1139.472	             36
       22885200	       1139.796	             36
       22888800	       1139.888	             36
       22892400	       1139.977	             36
       22896000	       1140.339	             36
       22899600	       1140.426	             36
       22903200	       1140.793	             36
       22906800	        1140.93	             36
       22910400	       1141.257	             36
       22914000	       1141.366	             36
       22917600	       1141.653	             36
       22921200	       1141.733	             36
       22924800	       1142.056	             36
       22928400	       1142.179	             36
       22932000	        1142.41	             36
       22935600	       1142.526	             36
       22939200	       1142.725	             36
       22942800	        1142.83	             36
       22946400	       1143.042	             36
       22950000	       1143.131	             36
       22953600	        1143.22	             36
       22957200	       1143.449	             36
       22960800	       1143.555	             36
       22964400	       1143.809	             36
       22968000	       1143.902	             36
       22971600	        1143.98	             36
       22975200	       1144.214	             36
       22978800	       1144.319	             36
       22982400	       1144.409	             36
       22986000	       1144.611	             36
       22989600	       1144.725	             36
       22993200	       1144.944	             36
       22996800	       1145.057	             36
       23000400	       1145.272	             36
       23004000	       1145.388	             36
       23007600	       1145.602	             36
       23011200	       1145.705	             36
       23014800	        1145.79	             36
       23018400	       1145.997	             36
       23022000	       1146.086	             37
       23025600	       1146.173	             37
       23029200	       1146.393	             37
       23032800	       1146.492	             37
       23036400	       1146.733	             37
       23040000	       1146.837	             37
       23043600	        1146.92	             37
       23047200	       1147.143	             37
       23050800	       1147.263	             37
       23054400	       1147.473	             37
       23058000	       1147.558	             37
       23061600	       1147.649	             37
       23065200	       1147.834	             37
       23068800	       1147.939	             37
       23072400	       1148.032	             37
       23076000	       1148.254	             37
       23079600	        1148.37	             37
       23083200	       1148.656	             37
       23086800	       1148.751	             37
       23090400	        1148.83	             37
       23094000	       1149.003	             37
       23097600	       1149.086	             37
       23101200	       1149.191	             37
       23104800	       1149.871	             37
       23108400	        1149.97	             37
       23112000	       1150.064	             37
       23115600	       1150.269	             37
       23119200	       1150.369	             37
       23122800	       1150.573	             37
       23126400	       1150.665	             37
       23130000	       1150.744	             37
       23133600	       1150.977	             37
       23137200	       1151.104	             37
       23140800	       1152.281	             37
       23144400	       1152.406	             37
       23148000	       1152.619	             37
       23151600	       1152.718	             37
       23155200	       1152.805	             37
       23158800	       1153.035	             37
       23162400	       1153.138	             37
       23166000	       1153.329	             37
       23169600	       1153.412	             37
       23173200	       1153.503	             37
       23176800	       1153.718	             37
       23180400	       1153.808	             37
       23184000	       1153.896	             37
       23187600	        1154.09	             37
       23191200	       1154.181	             37
       23194800	       1154.275	             37
       23198400	        1154.48	             37
       23202000	       1154.571	             37
       23205600	       1154.672	             37
       23209200	       1154.901	             37
       23212800	       1154.995	             37
       23216400	       1155.226	             37
       23220000	       1155.325	             37
       23223600	       1155.571	             37
       23227200	       1155.664	             37
       23230800	       1155.762	             37
       23234400	       1155.984	             37
       23238000	       1156.073	             37
       23241600	       1156.161	             37
       23245200	       1156.355	             37
       23248800	       1156.449	             37
       23252400	       1156.541	             37
       23256000	       1156.765	             37
       23259600	       1156.886	             37
       23263200	       1157.105	             37
       23266800	       1157.194	             37
       23270400	       1157.282	             37
       23274000	       1157.536	             37
       23277600	       1157.657	             37
       23281200	       1157.849	             37
       23284800	       1157.951	             37
       23288400	       1158.044	             37
       23292000	       1158.264	             37
       23295600	        1158.38	             37
       23299200	       1158.635	             37
       23302800	       1158.777	             37
       23306400	       1159.002	             37
       23310000	       1159.099	             37
       23313600	       1159.323	             37
       23317200	       1159.446	             37
       23320800	       1160.136	             37
       23324400	       1160.223	             37
       23328000	       1160.314	             37
       23331600	       1160.601	             37
       23335200	        1160.86	             37
       23338800	       1160.972	             37
       23342400	       1161.256	             37
       23346000	       1161.364	             37
       23349600	       1161.446	             37
       23353200	       1161.676	             37
       23356800	       1161.795	             37
       23360400	        1162.08	             37
       23364000	       1162.165	             37
       23367600	       1162.461	             37
       23371200	       1162.681	             37
       23374800	       1162.779	             37
       23378400	       1163.005	             37
       23382000	        1163.12	             37
       23385600	       1163.391	             37
       23389200	       1163.498	             37
       23392800	       1163.709	             37
       23396400	       1163.792	             37
       23400000	       1163.898	             37
       23403600	       1164.082	             37
       23407200	       1164.173	             37
       23410800	       1164.256	             37
       23414400	         1164.5	             37
       23418000	       1164.681	             37
       23421600	       1164.926	             37
       23425200	       1165.039	             37
       23428800	       1165.292	             37
       23432400	       1165.415	             37
       23436000	       1165.708	             37
       23439600	       1165.864	             37
       23443200	       1166.057	             37
       23446800	       1166.146	             37
       23450400	        1166.24	             37
       23454000	       1166.476	             37
       23457600	       1166.598	             37
       23461200	       1166.849	             37
       23464800	       1166.956	             37
       23468400	       1167.162	             37
       23472000	       1167.262	             37
       23475600	       1167.481	             37
       23479200	       1167.629	             37
       23482800	       1167.883	             37
       23486400	        1167.98	             37
       23490000	       1168.074	             37
       23493600	       1168.289	             37
       23497200	       1168.442	             37
       23500800	        1168.68	             37
